track data
TS00
Path
5, 5.03949443679784E-16, 2495.88480459793
6, 1.00789888735957E-15, 2491.76960919569
7, 1.51184833103935E-15, 2487.65441379346
8, 2.01579777471914E-15, 2483.53921839122
9, 2.51974721839892E-15, 2479.42402298899
10, 3.02369666207871E-15, 2475.30882758675
11, 3.52764610575849E-15, 2471.19363218452
12, 4.03159554943828E-15, 2467.07843678228
13, 4.53554499311806E-15, 2462.96324138005
14, 5.03949443679784E-15, 2458.84804597781
15, 5.54344388047763E-15, 2454.73285057557
16, 6.04739332415741E-15, 2450.61765517334
17, 6.5513427678372E-15, 2446.5024597711
18, 7.05529221151698E-15, 2442.38726436887
19, 7.55924165519677E-15, 2438.27206896663
20, 8.06319109887655E-15, 2434.1568735644
21, 8.56714054255633E-15, 2430.04167816216
22, 9.07108998623612E-15, 2425.92648275993
23, 9.5750394299159E-15, 2421.81128735769
24, 1.00789888735957E-14, 2417.69609195546
25, 1.05829383172755E-14, 2413.58089655322
26, 1.10868877609553E-14, 2409.46570115099
27, 1.1590837204635E-14, 2405.35050574875
28, 1.20947866483148E-14, 2401.23531034652
29, 1.25987360919946E-14, 2397.12011494428
30, 1.31026855356744E-14, 2393.00491954205
31, 1.36066349793542E-14, 2388.88972413981
32, 1.4110584423034E-14, 2384.77452873758
33, 1.46145338667137E-14, 2380.65933333534
34, 1.51184833103935E-14, 2376.54413793311
35, 1.56224327540733E-14, 2372.42894253087
36, 1.61263821977531E-14, 2368.31374712863
37, 1.66303316414329E-14, 2364.1985517264
38, 1.71342810851127E-14, 2360.08335632416
39, 1.76382305287924E-14, 2355.96816092193
40, 1.81421799724722E-14, 2351.85296551969
41, 1.8646129416152E-14, 2347.73777011746
42, 1.91500788598318E-14, 2343.62257471522
43, 1.96540283035116E-14, 2339.50737931299
44, 2.01579777471914E-14, 2335.39218391075
45, 2.06619271908711E-14, 2331.27698850852
46, 2.11658766345509E-14, 2327.16179310628
47, 2.16698260782307E-14, 2323.04659770405
48, 2.21737755219105E-14, 2318.93140230181
49, 2.26777249655903E-14, 2314.81620689958
50, 2.31816744092701E-14, 2310.70101149734
51, 2.36856238529498E-14, 2306.58581609511
52, 2.41895732966296E-14, 2302.47062069287
53, 2.46935227403094E-14, 2298.35542529064
54, 2.51974721839892E-14, 2294.2402298884
55, 2.5701421627669E-14, 2290.12503448616
56, 2.62053710713488E-14, 2286.00983908393
57, 2.67093205150285E-14, 2281.89464368169
58, 2.72132699587083E-14, 2277.77944827946
59, 2.77172194023881E-14, 2273.66425287722
60, 2.82211688460679E-14, 2269.54905747499
61, 2.87251182897477E-14, 2265.43386207275
62, 2.92290677334275E-14, 2261.31866667052
63, 2.97330171771072E-14, 2257.20347126828
64, 3.0236966620787E-14, 2253.08827586605
65, 3.07409160644668E-14, 2248.97308046381
66, 3.12448655081466E-14, 2244.85788506158
67, 3.17488149518264E-14, 2240.74268965934
68, 3.22527643955062E-14, 2236.62749425711
69, 3.27567138391859E-14, 2232.51229885487
70, 3.32606632828657E-14, 2228.39710345264
71, 3.37646127265455E-14, 2224.2819080504
72, 3.42685621702253E-14, 2220.16671264817
73, 3.47725116139051E-14, 2216.05151724593
74, 3.52764610575849E-14, 2211.93632184369
75, 3.57804105012646E-14, 2207.82112644146
76, 3.62843599449444E-14, 2203.70593103922
77, 3.67883093886242E-14, 2199.59073563699
78, 3.7292258832304E-14, 2195.47554023475
79, 3.77962082759838E-14, 2191.36034483252
80, 3.83001577196636E-14, 2187.24514943028
81, 3.88041071633434E-14, 2183.12995402805
82, 3.93080566070231E-14, 2179.01475862581
83, 3.98120060507029E-14, 2174.89956322358
84, 4.03159554943827E-14, 2170.78436782134
85, 4.08199049380625E-14, 2166.66917241911
86, 4.13238543817423E-14, 2162.55397701687
87, 4.18278038254221E-14, 2158.43878161464
88, 4.23317532691018E-14, 2154.3235862124
89, 4.28357027127816E-14, 2150.20839081017
90, 4.33396521564614E-14, 2146.09319540793
91, 4.38436016001412E-14, 2141.9780000057
92, 4.4347551043821E-14, 2137.86280460346
93, 4.48515004875008E-14, 2133.74760920122
94, 4.53554499311805E-14, 2129.63241379899
95, 4.58593993748603E-14, 2125.51721839675
96, 4.63633488185401E-14, 2121.40202299452
97, 4.68672982622199E-14, 2117.28682759228
1, 4.73712477058997E-14, 2113.17163219005
2, 4.78751971495795E-14, 2109.05643678781
3, 4.83791465932592E-14, 2104.94124138558
4, 4.8883096036939E-14, 2100.82604598334
5, 4.93870454806188E-14, 2096.71085058111
6, 4.98909949242986E-14, 2092.59565517887
7, 5.03949443679784E-14, 2088.48045977664
8, 5.08988938116582E-14, 2084.3652643744
9, 5.14028432553379E-14, 2080.25006897217
10, 5.19067926990177E-14, 2076.13487356993
11, 5.24107421426975E-14, 2072.0196781677
12, 5.29146915863773E-14, 2067.90448276546
13, 5.34186410300571E-14, 2063.78928736323
14, 5.39225904737369E-14, 2059.67409196099
15, 5.44265399174166E-14, 2055.55889655875
16, 5.49304893610964E-14, 2051.44370115652
17, 5.54344388047762E-14, 2047.32850575428
18, 5.5938388248456E-14, 2043.21331035205
19, 5.64423376921358E-14, 2039.09811494981
20, 5.69462871358156E-14, 2034.98291954758
21, 5.74502365794953E-14, 2030.86772414534
22, 5.79541860231751E-14, 2026.75252874311
23, 5.84581354668549E-14, 2022.63733334087
24, 5.89620849105347E-14, 2018.52213793864
25, 5.94660343542145E-14, 2014.4069425364
26, 5.99699837978943E-14, 2010.29174713417
27, 6.0473933241574E-14, 2006.17655173193
28, 6.09778826852538E-14, 2002.0613563297
